,corp_code,corp_name,stock_code,modify_date
35033,00413824,제이앤유글로벌,086200,20180508
35073,01090301,케이비제8호기업인수목적,222390,20180313
35405,01010572,패션플랫폼,256090,20180213
35579,01075047,키움제3호기업인수목적,218710,20180214
35682,01089828,유진기업인수목적3호,221200,20180417
35703,01087079,한화에이스기업인수목적2호,219860,20180302
35713,01072660,엔에이치기업인수목적7호,217810,20180119
35750,01091391,교보5호기업인수목적,223040,20180330
35751,01089961,케이비드림투게더제3호기업인수목적,221950,20180330
35809,01089387,유안타제2호기업인수목적,219960,20180223
35862,01111765,에스엠로보틱스,252940,20180425
35928,01115257,시냅스엠,246830,20180514
36614,00408336,인산가,062580,20180911
36813,01109186,동부제4호기업인수목적,230490,20180726
36874,01095892,태경피엔에스,235090,20180801
36917,00130949,카카오엠,016170,20180918
36929,00202778,썬코어,051170,20180820
36933,01090921,케이엠제약,237720,20180928
36934,01102800,키움제4호기업인수목적,226850,20180605
37023,00148717,도레이케미칼,008000,20180810
37058,00959265,디와이엘엔제이,207230,20180514
37084,00447478,엔에스브이,095300,20180524
37113,00163789,심팩메탈,090730,20180717
37140,00838421,씨제이이앤엠,130960,20180718
37173,01094565,이베스트기업인수목적3호,225440,20180528
37197,00842327,완리인터내셔널홀딩스,900180,20180528
37271,00156044,하림홀딩스,024660,20180716
37411,00109170,대덕GDS,004130,20181219
37473,00207223,위너지스,026260,20181012
37478,00454265,스틸플라워,087220,20190213
37684,01170962,GRT,900290,20181122
37696,00348177,트레이스,052290,20181011
38002,01111020,케이비제9호기업인수목적,232270,20181012
38003,01117103,하이에이아이1호기업인수목적,235010,20181012
38180,00264644,넥스콘테크놀러지,038990,20190227
38285,00334244,덴소코리아,047060,20181113
38653,00535719,프렉코,082220,20190226
38704,00790121,차이나하오란리사이클링유한공사,900090,20190102
39192,00569992,원익테라세미콘,123100,20190220
39716,00925453,나무기술,167380,20181211
40064,01130937,한국제4호기업인수목적,240540,20190129
40077,00232496,씨그널엔터테인먼트그룹,099830,20190111
40366,01088458,극동자동화,272420,20190212
40550,00108047,세원화성,007910,20190226
40732,00600013,맵스리얼티1,094800,20190405
41160,00609254,세왕,111610,20190329
41251,01117495,에스와이제이,251540,20190402
41277,00835734,피엠디아카데미,144740,20190523
41678,01119217,본느,242420,20190521
42128,00865382,트러스와이제7호위탁관리부동산투자회사,140890,20190507
42436,00149877,중앙바이오텍,015170,20190510
42670,00123514,보진재,030950,20190514
43072,01139266,로스웰,900260,20190312
43191,01018954,제이에스피브이,250300,20191210
43293,00921475,자비스,230400,20191115
43409,01199985,미래에셋대우기업인수목적1호,265480,20200103
43454,00619020,세종머티리얼즈,135270,20191002
43462,01179839,신한제3호기업인수목적,257730,20191001
43525,01095397,줌인터넷,229480,20190610
43544,01051339,한국비엔씨,226610,20191203
43574,01113277,인프라웨어테크놀러지,247300,20191206
43575,01197428,한화에이스기업인수목적3호,264290,20191206
43616,00252755,씨앤케이인터내셔널,039530,20190718
43761,01181940,아이엘사이언스,122050,20191227
43966,00580180,포인트엔지니어링,176560,20190716
44041,00473400,한컴지엠디,077280,20200116
44318,00100717,아이이,023430,20191120
44410,00503899,사조해표,079660,20190626
44559,00133317,에스티씨라이프,026220,20190906
44709,01201581,한화수성기업인수목적,265920,20200115
44732,00200956,현대정보기술,026180,20190717
44794,01111570,에스케이제3호기업인수목적,232330,20190830
44916,01113781,영현무역,242850,20190827
44922,01212383,엔케이맥스,262760,20190704
45228,01194759,대신밸런스제4호기업인수목적,262830,20191010
45861,00527880,썬테크놀로지스,122800,20200212
46089,00117638,동양텔레콤,007150,20200226
46401,01063963,유쎌,252370,20200227
46443,00656340,소프트캠프,210610,20200227
46597,01194892,알로이스,271400,20200227
46877,00222806,에임하이글로벌,043580,20200228
46887,01234525,한국제5호기업인수목적,271740,20200303
46917,00389679,해피드림,065180,20200228
46974,00526465,동북아13호선박투자회사,083380,20200504
47065,00324104,디케이씨,047440,20200228
47140,00410678,다린,204690,20200228
47255,00291152,디비엘,041500,20200508
47866,00930321,하이골드오션8호국제선박투자회사,159650,20200427
47940,00307037,더스텔라,065310,20200408
47984,00695464,차이나그레이트스타인터내셔널리미티드,900040,20200522
48082,01245062,코오롱티슈진,950160,20200325
48090,00123152,보루네오가구,004740,20200228
48113,01086812,케미메디,205290,20200526
48401,00961136,씨티네트웍스,189540,20200512
48421,00893923,이푸른,185280,20200228
48436,00938688,SBI핀테크솔루션즈,950110,20200401
48598,00530796,미성포리테크,094700,20200228
48795,00671437,파인넥스,123260,20200410
49132,00102681,고려개발,004200,20200721
49221,01243550,아이비케이에스제7호기업인수목적,276920,20200618
49340,00814810,엠에프엠코리아,251960,20201230
49341,01186811,티에스트릴리온,284610,20201230
49384,01066030,드림티엔터테인먼트,220110,20200713
49807,00526447,동북아12호선박투자회사,083370,20200623
49862,00435297,맥쿼리인프라,088980,20200715
49899,00598587,인터파크,108790,20200716
49994,01243772,신한제4호기업인수목적,277480,20200820
50104,01138993,원바이오젠,278380,20210209
50153,01107665,크리스탈신소재,900250,20201109
50183,00351418,코리아오토글라스,152330,20201218
50321,00843830,카이노스메드,220250,20200611
50501,00647935,하나유비에스암바토비니켈해외자원개발2호,099350,20200701
50502,00647883,하나유비에스암바토비니켈해외자원개발1호,099340,20200701
50541,00159412,한국제지,002300,20200713
50595,01277928,한국제7호기업인수목적,291210,20210115
50889,00100258,에스마크,030270,20201204
50954,00255141,글로앤웰,035480,20210208
51004,01247918,한화에이스기업인수목적4호,279410,20200703
51042,01257526,한국제6호기업인수목적,281410,20200727
51288,00599887,신텍,099660,20200720
51290,00601641,리드,197210,20201126
51380,00261735,위노바,039790,20210224
51386,00154392,에스트라,016570,20210225
51877,00122339,이매진아시아,036260,20210326
52237,01511558,네오이뮨텍,950220,20210316
52309,00159290,한국아트라스비엑스,023890,20210419
52327,00116356,동성화학,005190,20210416
52436,01337114,구스앤홈,329050,20210413
53029,01336391,엔에이치기업인수목적13호,310840,20210923
53044,00609485,웅진에너지,103130,20211201
53053,00176835,농우바이오,054050,20211209
53054,00121507,무림SP,001810,20211209
53087,00288495,홈센타홀딩스,060560,20211202
53094,00173944,우진,105840,20211210
53095,00132992,성우하이텍,015750,20211210
53170,00786331,에스앤씨엔진그룹리미티드,900080,20210614
53220,00482426,인화정공,101930,20211203
53234,00111874,대원산업,005710,20211213
53235,00109286,대동,000490,20211213
53261,00146719,일화모직공업,001590,20210618
53399,01337220,키움제5호기업인수목적,311270,20210916
53479,00129350,삼화콘덴서공업,001820,20211117
53536,00144252,유니온,000910,20211125
53566,00303217,우진플라임,049800,20211227
53578,00389387,라임,065160,20211129
53591,00134723,페이퍼코리아,001020,20211210
53671,00208134,KNN,058400,20211213
53699,00167192,넥센,005720,20211209
53758,00125938,삼보판지,023600,20211207
53759,00442905,대성파인텍,104040,20211207
53790,00954242,하이골드오션12호국제선박투자회사,172580,20220103
53800,01036446,서연이화,200880,20211215
53852,00455112,금빛,045890,20211220
53874,00112970,대한방직,001070,20220204
53879,00129554,갤럭시아에스엠,011420,20211213
53901,00110307,대선조선,031990,20220128
53927,01068348,러셀,217500,20211108
53955,00441128,아리온,058220,20220111
54068,00612115,유디피,091270,20210511
54110,01351114,케이비제17호기업인수목적,317030,20211104
54119,01326260,하나머스트제6호기업인수목적,307160,20210708
54145,01236286,컬러레이,900310,20210924
54149,00364111,다이노나,086080,20211122
54226,00365457,제이티,089790,20220214
54327,01015726,미래테크놀로지,213090,20211005
54458,00650629,SBS미디어홀딩스,101060,20220118
54485,00186939,특수건설,026150,20211213
54522,01169434,오가닉티코스메틱,900300,20210707
54623,00163691,유수홀딩스,000700,20211213
54686,01148909,휴럼,284420,20210727
54768,00194275,코너스톤네트웍스,033110,20220211
54964,01114559,씨엔티드림,286000,20211202
54965,00113492,깨끗한나라,004540,20211202
55002,00207755,지에스홈쇼핑,028150,20210716
55008,00133663,세동,053060,20211202
55024,01137897,에스지에이클라우드서비스,224880,20210804
55052,00132318,성광벤드,014620,20211207
55097,00799070,이스트아시아홀딩스,900110,20210607
55227,00110051,에스케이머티리얼즈,036490,20211227
55284,01343920,유안타제4호기업인수목적,313750,20211207
55285,01351822,한화에스비아이기업인수목적,317320,20211207
55291,00260392,대원전선,006340,20211229
55292,00151605,CBI,013720,20211229
55357,00379016,이엘케이,094190,20220104
55365,00111421,휴니드테크놀러지스,005870,20220215
55386,00523307,다원시스,068240,20211206
55387,00128980,삼호개발,010960,20211206
55432,00563147,에스에이티,158300,20211209
55433,00149354,종근당홀딩스,001630,20211214
55437,01371312,케이비제18호기업인수목적,323940,20220204
55466,00198378,녹십자셀,031390,20211117
55467,00486705,아주스틸,139990,20211201
55471,00153524,태림포장,011280,20220120
55485,00962223,지니언스,263860,20220214
55495,00274933,신세계푸드,031440,20220216
55514,00267881,보성파워텍,006910,20211206
55515,01109715,DSC인베스트먼트,241520,20211206
55521,01366365,이베스트이안기업인수목적1호,323210,20220217
55628,01489648,솔브레인,357780,20220209
55653,00105156,극동유화,014530,20220216
55677,01262023,루트락,253610,20211209
55733,00116073,그린기술투자,025340,20210630
55789,01336285,에스케이에이씨피씨제4호기업인수목적,307070,20210713
55796,00176792,오렌지라이프생명보험,079440,20210512
55976,00366793,에스제이케이,080440,20210913
56001,00351630,세코닉스,053450,20211202
56115,00838500,엘브이엠씨,900140,20210611
56132,00874195,코썬바이오,204990,20211027
56251,00867098,티로보틱스,117730,20220221
56256,00481223,넥스피안,079560,20220221
56391,00568461,보광산업,225530,20220224
56528,00145163,파미셀,005690,20220218
56542,00365989,용평리조트,070960,20220221
56599,00989327,엘피케이로보틱스,183350,20220224
56672,00668965,지오엘리먼트,311320,20220224
56838,00146649,일진홀딩스,015860,20220222
56972,01070149,올리패스,244460,20220224
56999,00601191,하나기술,299030,20220221
57116,00148443,제일파마홀딩스,002620,20220222
57138,00164672,한일현대시멘트,006390,20220224
57196,00107066,남광토건,001260,20220221
57235,00525864,피앤씨테크,237750,20220223
57254,01454341,플래티어,367000,20220224
57293,00291231,우전,052270,20220221
57352,00399694,아프리카TV,067160,20220224
57412,00148939,조광피혁,004700,20220221
57418,00100957,건영,012720,20220221
57515,00966168,디알젬,263690,20220221
57588,01290248,스코넥,276040,20220224
57681,00384887,에이테크솔루션,071670,20220228
57689,00438036,팅크웨어,084730,20220221
57726,01255652,레이크머티리얼즈,281740,20220225
57782,00664181,인텔리안테크,189300,20220225
57806,00117337,동양,001520,20220225
57888,01058101,라파스,214260,20220225
57952,01213586,아이디피,332370,20220225
57967,00929778,세기리텍,199870,20220225
57983,00187770,한국파마,032300,20220225
58011,00405506,삼영에스앤씨,361670,20220228
58093,00268181,에스피컴텍,039110,20220225
58113,00137289,이라이콤,041520,20220225
58216,00552992,진매트릭스,109820,20220224
58383,00173731,씨앤에스자산관리,032040,20220225
58501,00396925,엠로,058970,20220228
58546,01141942,액트로,290740,20220225
58590,01190124,미디어젠,279600,20220225
58637,00524421,테스,095610,20220225
58662,00556712,힘스,238490,20220228
58843,00491336,잘만테크,090120,20220225
58858,00556615,모바일어플라이언스,087260,20220225
58888,00447760,미래컴퍼니,049950,20220225
58890,01084294,오토앤,353590,20220225
58943,00474588,한중엔시에스,107640,20220225
58944,00128032,삼일제약,000520,20220225
59022,00118284,동일금속,109860,20220225
59278,00442145,아바코,083930,20220225
59284,00411446,큐에스아이,066310,20220225
59443,01137295,프리시젼바이오,335810,20220225
59545,01098792,본느,226340,20220225
59578,00532129,영림원소프트랩,060850,20220225
59609,01459212,원준,382840,20220225
59784,00244747,파크시스템스,140860,20220225
59942,01234297,미원에스씨,268280,20220225
59949,00763473,코스메카코리아,241710,20220225
59980,00140946,한솔로지스틱스,009180,20220224
59985,01014657,비즈니스온,138580,20220228
60006,01586172,하이제7호스팩,400840,20220228
60086,00578325,럭스피아,092590,20220225
60259,00442048,아바텍,149950,20220225
60262,00663289,위월드,140660,20220225
60409,00122056,미창석유공업,003650,20220223
60440,00147152,유니크,011320,20220224
60493,01089350,켐트로스,220260,20220218
60510,00977377,에이비온,203400,20220223
60605,00494546,오비고,352910,20220228
60619,00493501,씨디네트웍스,073710,20220217
60698,00267979,한일화학,007770,20220224
60897,00530121,디에스케이,109740,20220223
60900,00203847,국일신동,060480,20220223
60962,00166272,화승코퍼레이션,013520,20220228
61158,01453670,휴럼,353190,20220224
61196,00488989,한양디지텍,078350,20220228
61207,00811372,노바렉스,194700,20220223
61392,00579139,한국맥널티,222980,20220223
61561,00765851,위더스제약,330350,20220228
61753,00659815,금오하이텍,165270,20220225
61766,00117072,동양건설산업,005900,20220228
61908,00983916,제노포커스,187420,20220223
61997,00107303,피엔에스커튼월,033220,20220223
61998,01572489,한화플러스제2호스팩,386580,20220223
62051,00393618,제노텍,066830,20220224
62116,01022902,애드바이오텍,179530,20220223
62191,00162063,한신공영,004960,20220224
62220,00216027,바이넥스,053030,20220228
62233,00350738,제네시스디벨롭먼트홀딩스,053320,20220222
62245,00317089,한국애보트진단,066930,20220222
62264,00133715,대주코레스,008340,20220228
62305,01050738,솔트룩스,304100,20220225
62324,00946030,로보티즈,108490,20220217
62391,00122728,범양사,002480,20220222
62466,00123967,부산도시가스,015350,20220217
62486,00108649,TPC,048770,20220225
62502,00231044,우리기술,032820,20220228
62561,00609324,뷰웍스,100120,20220228
62590,00117498,스틱인베스트먼트,026890,20220228
62690,00156956,한국기업평가,034950,20220222
62721,00450995,대모,317850,20220221
62723,01429840,아이티아이즈,372800,20220221
62811,00143794,원림,005820,20220225
62904,01267222,캐리소프트,317530,20220228
62940,00293886,위닉스,044340,20220225
63097,00162780,한일건설,006440,20220225
63156,01582228,교보11호스팩,397880,20220223
63175,00183215,케이디지엠텍,032290,20220228
63219,00363769,한국전자금융,063570,20220217
63236,00175650,케이씨더블류,068060,20220225
63370,01139497,에스제이켐,217910,20220228
63458,00860730,에이리츠,140910,20220222
63708,00146232,일성건설,013360,20220217
63722,01359736,프로이천,321260,20220225
63837,01117918,셀젠텍,258250,20220228
64035,00145260,율촌화학,008730,20220221
64130,00241236,씨엘인터내셔널,037340,20220228
64198,00118965,티에이치엔,019180,20220228
64541,00125488,삼륭물산,014970,20220222
64555,00687711,한국철강,104700,20220222
64643,00260879,카페24,042000,20220228
65011,00861100,아이케이세미콘,149010,20220826
65077,00112907,코원에너지서비스,026870,20220502
65137,00304915,코리아에셋투자증권,190650,20220523
65189,00362159,웰크론,065950,20221011
65213,01235296,셀리드,299660,20220304
65231,01066058,파마리서치바이오,217950,20220425
65232,01303029,알비더블유,361570,20220425
65260,01293388,무진메디,322970,20220708
65289,00157991,한국석유공업,004090,20220901
65312,01311286,퀀타매트릭스,317690,20220915
65391,00110875,대신정보통신,020180,20220526
65426,00606886,엔지켐생명과학,183490,20220518
65454,01394377,이지스밸류플러스리츠,334890,20221013
65543,00118008,동원금속,018500,20220311
65547,00561732,아스플로,159010,20220603
65600,01353848,이노벡스,279060,20220228
65614,00132354,쿠쿠홀딩스,192400,20220502
65810,00218052,국제엘렉트릭코리아,053740,20220526
65821,00595243,엔스퍼트,098400,20220311
65886,00133238,성지건설,005980,20221017
65923,00143907,원일특강,012620,20220324
65947,00132202,선진뷰티사이언스,086710,20220801
65948,00657987,KX,122450,20220801
65970,00417167,풍원정밀,371950,20220721
65999,01436558,신한서부티엔디리츠,404990,20220729
66050,00178754,동아지질,028100,20220324
66085,00631837,안트로젠,065660,20220317
66086,00914040,씨엠에스에듀,225330,20220317
66089,00441243,형지엘리트,093240,20220721
66095,00159254,한국전자홀딩스,006200,20220802
66129,01395279,하나금융14호기업인수목적,332710,20220926
66140,01414361,에스케이제5호기업인수목적,337450,20221018
66141,01414936,에스케이제6호기업인수목적,340350,20221018
66142,01360875,탑머티리얼,360070,20221018
66188,01267967,마이크로디지탈,305090,20220513
66227,01276594,신한알파리츠,293940,20220907
66251,00367385,효성오앤비,097870,20220812
66288,01027794,브이원텍,251630,20220228
66299,00632793,전진바이오팜,110020,20220503
66304,01366824,제이엠멀티,254160,20220503
66343,00168401,금비,008870,20220816
66419,00142591,셰프라인,012250,20220228
66476,01407909,원텍,336570,20220819
66479,01390876,상상인이안제2호기업인수목적,329560,20220404
66488,00648721,SNT에너지,100840,20220809
66629,00145914,인터엠,017250,20220908
66638,00329093,코데즈컴바인,047770,20221004
66732,00266943,넥슨지티,041140,20220415
66736,00493431,자안바이오,221610,20220811
66766,01208849,나인테크,267320,20220622
66790,01338724,에스앤케이,950180,20220518
66913,01135640,이삭엔지니어링,351330,20220810
66919,00150633,지누스,013890,20220401
66928,00136341,신성통상,005390,20220614
66956,01182240,배럴,267790,20220725
67010,00530185,이엔에프테크놀로지,102710,20220401
67081,00360142,아이마켓코리아,122900,20220704
67112,01187458,에스알바이오텍,270210,20220401
67259,01046708,바디텍메드,206640,20220802
67351,00298687,스포츠서울,039670,20220420
67565,00256955,테이팩스,055490,20220714
67573,00101549,경동제약,011040,20220330
67777,00688358,하이즈항공,221840,20220512
67792,01119387,이에스산업,241510,20220506
67924,00247975,솔브레인홀딩스,036830,20220330
68020,00599151,SV인베스트먼트,289080,20220520
68033,01532603,화승알앤에이,378850,20220330
68046,01399071,고바이오랩,348150,20220802
68050,01613281,하나금융22호스팩,418170,20220803
68051,00534598,한컴라이프케어,372910,20220321
68074,00544577,에이피티씨,089970,20220418
68146,01409022,에이디엠코리아,187660,20220330
68165,00862880,새빗켐,107600,20220804
68269,00102353,경창산업,024910,20220331
68270,00107224,남선알미늄,008350,20220331
68291,00226228,한프,066110,20220815
68295,01510489,프레스티지바이오파마,950210,20220414
68306,00872850,비지스틸,179440,20220510
68365,00369107,우리바이오,082850,20220331
68366,00428321,해태제과식품,101530,20220331
68367,00815095,우리이앤엘,153490,20220331
68375,00378363,3S,060310,20220526
68376,00347877,세영디앤씨,052190,20220527
68389,01067242,비엘사이언스,228180,20220817
68398,01183407,이십일스토어,270020,20220414
68482,00964595,엔바이오니아,317870,20220331
68502,01415892,제이알글로벌리츠,348950,20220818
68533,00121534,MH에탄올,023150,20220325
68572,01436628,이지스레지던스리츠,350520,20220823
68578,00523936,HB솔루션,297890,20220907
68609,00111458,대영포장,014160,20220405
68634,00159005,생고뱅코리아홀딩스,002000,20220805
68662,00152862,코오롱,002020,20220404
68675,00264945,나이스정보통신,036800,20220707
68709,00218575,황금에스티,032560,20220518
68755,00991191,앱클론,174900,20220407
68828,00241209,모아텍,033200,20220520
69070,01350638,티티씨디펜스,309900,20220616
69143,00910202,대동고려삼,178600,20220824
69146,01201590,에브리봇,270660,20220825
69184,00245694,남화산업,111710,20220502
69251,01594764,신한제9호스팩,405640,20220718
69311,00134316,세원정공,021820,20220629
69314,01116274,엠앤씨생명과학,225860,20220629
69408,01301623,비씨엔씨,146320,20220429
69454,01393299,케이비제19호기업인수목적,330990,20220509
69496,00872452,미래오토스,176440,20220725
69581,00113614,대현,016090,20220602
69614,01309388,티라유텍,322180,20220311
69636,00113058,한화생명,088350,20220429
69777,00139685,양지사,030960,20220613
69865,00276834,KX하이텍,052900,20220714
69872,00103042,케이씨티시,009070,20220328
69901,00106614,기신정기,092440,20220519
69935,00138190,GS글로벌,001250,20220329
70096,01117592,인터코스,240340,20220517
70105,00120508,롯데푸드,002270,20220720
70142,00120872,만호제강,001080,20220607
70237,00830447,수프로,185190,20220513
70288,01160974,바이오에프디엔씨,251120,20220405
70292,00334615,콜마파마,038710,20220405
70293,00565215,굿센,243870,20220420
70312,00264787,럭슬,033600,20220427
70327,00980043,비플라이소프트,148780,20220805
70538,01265251,압타머사이언스,291650,20220228
70651,00139205,안국약품,001540,20220304
70653,01267684,쿠쿠홈시스,284740,20220304
70688,00126779,삼아알미늄,006110,20220713
70758,00975290,에이스토리,241840,20221006
70775,00411905,테라셈,182690,20221017
70793,00490090,이지케어텍,099750,20220920
70833,00681373,디지캡,197140,20220609
70840,01414370,하이제5호기업인수목적,340120,20220728
70899,00245898,에스에이치엔엘,050320,20221007
71003,00157104,대동전자,008110,20220316
71052,00110060,대백저축은행,026970,20220511
71109,00877174,엠브레인,169330,20220822
71143,00905316,하이골드오션3호선박투자회사,153360,20220411
71269,00867973,서남,294630,20220228
71339,00614478,휴메딕스,200670,20220906
71370,00828761,레이,228670,20220930
71629,00104698,LS네트웍스,000680,20220330
71644,00122348,방림,003610,20220831
71737,00141149,영진약품,003520,20220907
71743,01264438,자이언트스텝,289220,20220929
71792,01601286,미래에셋비전스팩1호,412930,20220421
71827,00170877,진로발효,018120,20220228
71941,00136721,신영증권,001720,20220304
71972,00116824,동아쏘시오홀딩스,000640,20220228
72018,01341630,이노룰스,296640,20221007
72060,00963000,썬테크,217320,20220307
72116,01159853,휴온스,243070,20221007
72185,01021949,덱스터,206560,20220228
72278,00304401,텔라움,047730,20220408
72315,00450931,우양에이치씨,101970,20220712
72325,01329957,국전약품,307750,20220228
72411,00135777,신대양제지,016590,20220627
72548,00866594,미애부,225850,20220629
72555,00303703,CS,065770,20220708
72665,00877819,데이타솔루션,263800,20230221
72687,01619513,엔에이치스팩23호,422040,20230215
72738,00367844,자이에스앤디,317400,20230215
72749,00411048,에스앤에스텍,101490,20230217
72805,00656951,현대이지웰,090850,20221206
72807,00101752,케이씨피드,025880,20221206
72808,00127200,삼영전자공업,005680,20221206
72810,00186452,광무,029480,20221207
72812,00147222,전방,000950,20221207
72815,00159731,글로본,019660,20221207
72817,00106456,지앤엘,014590,20230221
72864,00164308,이마트에브리데이,010090,20230221
72877,01199727,샘씨엔에스,252990,20230221
72891,00364795,레드로버,060300,20221130
72893,00158219,시그네틱스,033170,20221130
72894,00821607,알톤스포츠,123750,20221130
72895,00105475,금강철강,053260,20221130
72897,00385336,홈캐스트,064240,20221130
72900,00146296,일신석재,007110,20230111
72901,00147295,전북은행,006350,20230111
72915,00145464,이구산업,025820,20230221
72929,01135057,녹십자웰빙,234690,20230131
72978,01108442,에치에프알,230240,20230215
72999,00154329,태평양물산,007980,20230215
73073,00109161,태경케미컬,006890,20221208
73074,00529815,오디텍,080520,20221208
73076,01084364,엔지스테크널러지,208860,20221208
73080,00101628,경방,000050,20221208
73081,00816544,토니모리,214420,20221209
73082,00232007,상지카일룸,042940,20221209
73140,00363486,로체시스템즈,071280,20221102
73148,00111865,미래SCI,028040,20221103
73151,00823429,한국화장품,123690,20221130
73152,00257149,지더블유바이텍,036180,20221130
73153,01032583,고려시멘트,198440,20221130
73162,00297095,나라엠앤디,051490,20221130
73163,00303396,한국컴퓨터,054040,20221130
73164,01061327,클래시스,214150,20221130
73165,00616962,린드먼아시아,277070,20221130
73170,01524093,DL이앤씨,375500,20230113
73213,00172185,남성,004270,20230203
73268,00174004,유성기업,002920,20230215
73269,00683469,일진전기,103590,20230215
73306,00249034,드림라인,035430,20230221
73318,01011526,엔켐,348370,20230220
73344,00665630,테라텍,151750,20230221
73351,00985686,큐브엔터,182360,20221209
73352,00317210,성호전자,043260,20221209
73358,00305668,새론오토모티브,075180,20221221
73410,00480783,상신이디피,091580,20221107
73411,00571483,오이솔루션,138080,20221107
73414,00974927,NEW,160550,20221130
73417,00123107,보락,002760,20221130
73419,00264635,에스넷,038680,20221130
73420,00125725,디모아,016670,20221130
73424,00392691,젬백스링크,064800,20230117
73446,00899459,레이언스,228850,20230221
73455,00357935,HDC현대EP,089470,20230203
73506,01060744,한솔제지,213500,20230216
73627,00220561,광주신세계,037710,20230221
73634,00165343,혜인,003010,20230221
73638,00155258,포스코스틸리온,058430,20230221
73669,00148595,제일테크노스,038010,20221205
73675,00200910,아이즈비전,031310,20221205
73681,00409964,하이텍팜,106190,20221205
73722,00317104,라이온켐텍,171120,20230207
73733,00159218,한전KPS,051600,20230207
73770,00126089,대유플러스,000300,20230215
73774,00129615,상보,027580,20230216
73792,00574611,SDN,099220,20230220
73934,00233653,한국토지신탁,034830,20221206
73935,00762377,씨앗,103660,20221206
73936,01412938,베른,322190,20221206
73939,01063237,플럼라인생명과학,222670,20221206
73940,00258689,JYP Ent.,035900,20221206
73941,00990262,피노텍,150440,20221206
73942,00825959,하이비젼시스템,126700,20221206
73980,00141389,영풍정밀,036560,20230207
73999,01117422,나눔테크,244880,20230215
74064,00101220,KG케미칼,001390,20230220
74082,00491415,인포바인,115310,20230221
74102,00152686,코리아써키트,007810,20230220
74126,00162993,한일홀딩스,003300,20230112
74140,00124027,부산산업,011390,20230221
74149,01409095,맥스트,377030,20230221
74179,00800145,서진오토모티브,122690,20221110
74183,00145686,이화산업,000760,20221110
74189,00173102,모나리자,012690,20221208
74191,00269889,누리플렉스,040160,20221208
74192,00767628,나이벡,138610,20221208
74193,00411385,유비쿼스홀딩스,078070,20221208
74195,00660291,옵티시스,109080,20221208
74197,00361169,한국전자인증,041460,20221208
74240,00258360,위지트,036090,20230215
74257,00118804,동진쎄미켐,005290,20230215
74260,00372873,KTis,058860,20230215
74267,00361725,에스케이커뮤니케이션즈,066270,20230215
74269,01124653,슈프리마,236200,20230215
74284,00583442,노루페인트,090350,20221125
74292,00332927,제이에스코퍼레이션,194370,20230220
74306,00389110,지어소프트,051160,20230221
74310,01573974,엔에이치스팩20호,391060,20230221
74380,00266952,네오위즈홀딩스,042420,20230221
74389,00608440,티앤엘,340570,20230221
74416,00398792,SNT모티브,064960,20221115
74418,00148920,조광페인트,004910,20221208
74419,00442455,코스나인,082660,20221209
74420,00563545,두산테스나,131970,20221209
74422,01170865,네오셈,253590,20221209
74426,00159500,한국종합기술,023350,20221209
74427,00484682,엘오티베큠,083310,20221209
74429,00136165,스페코,013810,20221209
74430,01437292,미래에셋맵스리츠,357250,20230120
74524,00454937,덕신하우징,090410,20221130
74525,00442570,제우스,079370,20221130
74526,00117027,알루코,001780,20221130
74527,00580667,S&K폴리텍,091340,20221130
74594,01390399,솔트웨어,328380,20221104
74599,00261957,한국정보공학,039740,20230201
74602,00540641,동양고속,084670,20230202
74616,00136864,신원,009270,20230221
74630,01182408,소프트캠프,258790,20230221
74655,00155373,풍강,093380,20221027
74665,00137997,현대차증권,001500,20221209
74666,00121039,명문제약,017180,20221209
74667,00533003,디케이락,105740,20221213
74668,00231363,LG유플러스,032640,20221213
74675,00355548,한국테크놀로지,053590,20221214
74678,00336297,고려신용정보,049720,20221214
74680,00137809,SHD,001770,20230130
74681,00781202,애머릿지,900100,20230130
74684,01071944,미래생명자원,218150,20230201
74699,00136457,SH에너지화학,002360,20221212
74700,00111193,대양전기공업,108380,20221213
74701,00442826,대봉엘에스,078140,20221213
74707,00159175,한국전기초자,009720,20230214
74756,01168383,일동제약,249420,20221130
74757,00146083,일동홀딩스,000230,20221130
74759,00105101,예스코홀딩스,015360,20221201
74761,00490179,플랜티넷,075130,20221201
74778,01258710,이노메트리,302430,20230220
74827,00242934,케이엠,083550,20221202
74828,00678096,맥스로텍,141070,20221202
74829,00198697,일진디스플,020760,20221202
74830,00220686,에스피지,058610,20221202
74831,00429694,파버나인,177830,20221202
74833,01049422,썸에이지,208640,20221202
74835,00138598,아비코전자,036010,20221202
74859,01363924,한국미라클피플사,331660,20230221
74874,00560849,에스앤디,260970,20230221
74913,00360036,백금T&A,046310,20221116
74916,00673976,지스마트글로벌,114570,20221117
74946,00125530,SPC삼립,005610,20221124
74949,00857727,하림,136480,20221213
74950,01085187,씨알푸드,236030,20221213
74951,00803425,코리아에프티,123410,20221213
74952,00580065,월덱스,101160,20221213
74953,00797364,KC코트렐,119650,20221213
74986,00228536,현대에버다임,041440,20230215
74999,00118345,디아이동일,001530,20230215
75000,00636656,바이오플러스,099430,20230215
75023,00489243,동아엘텍,088130,20230216
75027,00476036,에프엔에스테크,083500,20230216
75038,00121288,모나미,005360,20230220
75052,01601222,유진스팩8호,413630,20230221
75056,01678835,유진스팩9호,442130,20230221
75090,00146269,일신방직,003200,20221202
